customer_id,signup_date,age,gender,annual_income,education,marital_status,dependents,tenure,contract,payment_method,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,churn
CUST0000215751,54:00.6,45,Male,32225.69,college,single,2,35,two_year,electronic_check,Yes,0,47.02,1657.77,1,1,1,0,1,0,0,0,0,5,0,2,1,22.96,12,667,0
CUST0000564713,54:04.4,46,Male,68393.29,bachelor,divorced,0,7,two_year,credit_card,Yes,1,81.56,519.28,2,1,1,1,0,0,1,1,1,9,3,2,0,24.63,13,762,0
CUST0000134341,53:59.5,36,Female,49321.03,bachelor,divorced,1,2,one_year,credit_card,Yes,0,87.8,179.52,3,1,1,0,1,1,0,0,0,5,1,1,0,40.84,1,525,0
CUST0000710883,54:06.5,69,Male,51193.94,bachelor,divorced,0,20,one_year,electronic_check,Yes,0,71.47,1064.1,4,1,1,1,0,1,1,0,0,4,2,1,0,,92,688,0
CUST0000015041,53:58.3,60,Male,45427.86,college,married,0,16,one_year,credit_card,Yes,1,61.79,1074.14,1,0,1,0,0,0,0,0,1,7,0,2,1,83.26,23,707,1
CUST0000465600,54:03.2,59,Male,204028.85,high_school,single,1,20,two_year,mailed_check,Yes,0,117.25,1675.84,3,1,1,0,0,1,0,1,0,9,1,3,0,90.05,30,714,0
CUST0000206807,54:00.5,59,Female,183931.77,master,divorced,4,15,one_year,mailed_check,Yes,1,103.53,1510.01,4,0,0,0,0,0,0,1,1,4,1,3,0,0,21,737,0
CUST0000071678,53:58.6,55,Male,55852.16,bachelor,widowed,1,22,two_year,credit_card,No,1,68.33,1451.21,1,1,1,0,1,0,0,1,0,8,0,1,0,69.89,14,787,0
CUST0000640991,54:05.5,73,Male,127230.81,college,married,2,27,two_year,electronic_check,No,0,115.92,3165.99,2,1,1,0,1,0,1,0,0,5,1,6,0,23.82,18,601,0
CUST0000325676,54:01.8,31,Female,24958.2,bachelor,single,0,23,one_year,mailed_check,No,0,47.52,1090.51,2,1,1,0,1,0,0,1,1,1,1,3,0,15.39,79,681,0
CUST0000378490,54:02.2,44,Male,68875.64,bachelor,married,0,12,one_year,mailed_check,No,0,75.11,962.69,6,0,0,0,0,0,0,1,0,5,2,2,0,0,21,600,1
CUST0000006777,53:58.2,24,Female,76192.59,high_school,married,1,5,two_year,credit_card,Yes,0,103.35,509.76,2,0,1,1,1,0,0,1,1,5,0,0,0,55.51,12,796,0
CUST0000312265,54:01.8,41,Male,71691.89,master,single,1,5,two_year,credit_card,Yes,1,118.58,586.35,3,0,1,1,1,0,1,1,1,9,0,1,0,17.68,8,767,0
CUST0000198138,53:59.9,25,Male,,bachelor,divorced,0,1,one_year,credit_card,Yes,0,75.64,75.75,1,1,1,0,1,0,1,0,0,6,1,3,0,81.59,27,722,0
CUST0000280076,54:01.0,18,Female,50856.87,master,married,0,7,two_year,bank_transfer,Yes,0,87.69,656.7914125,3,1,1,0,0,1,0,0,1,9,1,2,1,18.06,44,458,0
CUST0000420224,54:03.0,72,Female,31480.41,college,married,0,15,month_to_month,bank_transfer,Yes,0,67.05,1019.07,1,0,1,1,1,0,1,1,0,,1,4,1,59.63,9,720,0
CUST0000310980,54:01.8,44,Female,36623.5,college,married,1,29,two_year,electronic_check,Yes,0,90.68,2671.19,3,1,0,0,0,0,0,1,1,7,1,3,1,0,27,727,0
CUST0000599545,54:04.6,67,Male,26291.78,high_school,single,0,3,one_year,credit_card,Yes,0,68.18,203.26,2,1,1,0,0,0,1,1,0,9,2,4,0,161.98,20,656,0
CUST0000474999,54:03.3,46,Male,56181.08,college,single,2,30,two_year,electronic_check,No,0,110.64,3127.89,6,1,1,0,0,1,1,0,0,8,1,0,0,131.47,74,804,0
CUST0000637892,54:05.5,44,Female,25072.82,college,widowed,0,17,one_year,bank_transfer,Yes,0,39.48,717.95,2,0,0,0,0,0,0,1,1,9,1,2,1,0,10,661,0
CUST0000380567,54:02.2,73,Female,83009.14,high_school,divorced,0,18,two_year,credit_card,Yes,0,27.29,516.42,1,1,0,0,0,0,0,1,0,5,2,6,0,0,68,616,0
CUST0000051095,53:58.5,34,Male,,high_school,single,1,31,two_year,mailed_check,Yes,0,130.08,4315.41,3,1,1,0,0,0,1,1,1,9,2,5,0,72.71,64,,0
CUST0000720873,54:06.6,39,Male,24090.12,master,single,0,3,one_year,credit_card,Yes,0,124.19,276.59,4,1,1,0,1,1,0,0,0,6,0,2,0,14.18,58,841,0
CUST0000383590,54:02.2,67,Male,51069.01,high_school,married,0,10,two_year,mailed_check,Yes,0,62.19,592.04,3,0,1,0,0,0,1,1,1,9,,0,0,57.4,64,602,0
CUST0000214090,54:00.6,35,Male,103998.86,high_school,single,1,64,two_year,bank_transfer,Yes,0,103.35,7265.43,5,1,1,0,1,0,1,1,1,9,0,2,1,22.87,135,679,0
CUST0000252082,54:00.8,59,Male,94466.7,college,married,1,29,one_year,bank_transfer,Yes,0,61.34,1703.61,3,0,1,0,0,0,1,1,0,8,1,1,0,32.86,3,620,0
CUST0000246760,54:00.8,35,Other,21269.69,bachelor,married,0,65,one_year,credit_card,Yes,0,57.68,3415.93,2,1,1,0,0,1,1,1,1,7,1,1,0,18.37,89,566,0
CUST0000114904,53:59.4,49,Male,55872.22,bachelor,widowed,0,2,one_year,bank_transfer,No,1,84.08,183.57,2,1,1,0,1,0,0,1,1,,1,4,2,51.57,70,613,0
CUST0000016610,53:58.3,34,Male,35129.4,college,married,1,27,two_year,credit_card,No,0,71.23,1415.32,2,1,0,0,0,0,0,0,1,6,0,0,0,0,97,632,0
CUST0000621227,54:05.4,57,Female,76020.85,bachelor,single,0,16,two_year,credit_card,Yes,0,115.25,1307.15,4,1,1,1,0,0,1,0,1,8,0,1,1,20.04,28,686,0
CUST0000230069,54:00.7,39,Male,,phd,single,1,57,one_year,credit_card,Yes,0,70.44,3882.84,4,0,0,0,0,0,1,0,1,6,0,1,0,173.3379557,4,727,0
CUST0000542281,54:04.3,60,Male,30995.52,bachelor,divorced,1,72,two_year,electronic_check,No,0,78.55,5447.38,1,1,1,1,1,1,1,1,0,9,2,2,0,98.53,25,850,0
CUST0000167560,53:59.7,56,Female,32913.26,bachelor,married,1,18,one_year,electronic_check,No,0,90.69,1734.1,2,1,1,0,1,1,1,0,1,7,0,1,1,68,3,608,0
CUST0000383945,54:02.2,43,Male,21642.34,college,divorced,0,72,one_year,electronic_check,No,0,107.24,7515.13,3,0,1,1,1,1,0,0,0,6,0,1,0,,99,652,0
CUST0000562928,54:04.4,88,Male,129490.84,phd,married,1,4,two_year,credit_card,No,0,78.66,290.41,2,1,1,1,1,1,1,0,1,9,0,0,0,95.02,43,718,0
CUST0000226884,54:00.7,52,Female,31064.44,master,married,2,3,two_year,electronic_check,No,0,71.19,193.62,1,1,1,1,1,1,0,1,1,,1,3,0,63.64,97,630,0
CUST0000341757,54:01.9,59,Male,60469.12,high_school,single,2,10,two_year,electronic_check,No,0,82.1,819.11,1,0,1,1,1,0,0,1,0,5,1,4,2,22.18,69,816,0
CUST0000345656,54:02.0,34,Female,45057.23,college,married,1,31,two_year,mailed_check,Yes,0,73.65,2284.36,6,1,1,0,0,0,1,1,0,7,2,2,0,14.29,26,626,0
CUST0000092018,53:58.7,18,Male,48820.92,high_school,married,1,3,one_year,bank_transfer,Yes,0,90.4,295.5,2,0,1,0,0,0,1,1,1,7,1,2,0,123.08,15,728,0
CUST0000669475,54:05.6,48,Female,49254.91,college,single,0,5,month_to_month,bank_transfer,Yes,1,85.43,390.28,1,1,1,0,0,0,1,1,1,3,1,2,0,19.57,8,703,0
CUST0000011489,53:58.3,36,Other,40376.32,master,divorced,1,17,month_to_month,electronic_check,Yes,0,77.05,1417.29,1,1,1,0,0,0,0,1,1,6,1,0,0,24.5,16,848,0
CUST0000667196,54:05.6,66,Male,118351.53,bachelor,divorced,0,4,two_year,mailed_check,Yes,0,87.61,253,2,1,1,1,1,1,1,1,1,,2,6,0,24.62,1,741,0
CUST0000679228,54:05.7,39,Male,61548.61,bachelor,divorced,0,1,one_year,credit_card,Yes,0,84.43,82.34,3,1,1,1,0,0,1,1,0,7,0,0,2,57.33,16,751,0
CUST0000674453,54:05.7,37,Female,45651.88,master,single,0,16,one_year,bank_transfer,Yes,0,71.53,1050.03,2,0,1,0,1,0,1,1,0,4,0,1,1,40.42,51,739,0
CUST0000281177,54:01.0,53,Male,30012.55,high_school,married,1,19,two_year,mailed_check,Yes,0,54.02,777.61,1,0,0,0,0,0,0,1,1,9,2,4,0,0,62,744,0
CUST0000361731,54:02.1,61,Male,250000,phd,divorced,0,14,one_year,bank_transfer,Yes,1,102.95,1500.51,2,1,1,0,0,0,0,0,0,8,1,1,0,22.58,129,803,0
CUST0000014343,53:58.3,45,Female,20000,bachelor,single,0,10,two_year,electronic_check,Yes,0,134.51,1350.01,5,0,1,0,1,0,1,1,0,6,0,2,1,8.17,118,737,0
CUST0000579223,54:04.5,58,Female,112014.25,college,single,0,3,one_year,credit_card,Yes,0,125.3,391.29,6,1,1,1,0,0,0,0,0,3,1,1,2,89.18,22,711,0
CUST0000087744,53:58.7,28,Female,31158.79,bachelor,married,0,10,two_year,mailed_check,No,0,110.5,1172.83,1,1,1,1,1,0,1,1,0,1,0,0,1,85.82,34,674,0
CUST0000122848,53:59.5,47,Female,22266.66,high_school,married,0,38,two_year,electronic_check,No,0,95.05,3893.59,2,1,1,1,0,0,0,1,0,1,0,1,1,32.45,5,791,0
CUST0000144357,53:59.6,45,Female,28336.24,bachelor,divorced,1,56,two_year,mailed_check,Yes,0,55.3,3276.09,1,1,1,0,1,0,1,0,1,6,0,1,0,9.63,1,719,0
CUST0000397408,54:02.3,81,Male,60230.86,bachelor,married,2,1,two_year,credit_card,Yes,1,42.92,42.35,2,0,1,1,1,0,0,0,1,3,0,2,0,102.13,46,583,0
CUST0000437657,54:03.1,27,Male,44253.33,bachelor,married,0,42,one_year,credit_card,Yes,1,57.95,2395.08,1,1,1,0,1,0,0,0,1,9,2,2,0,14.55,43,718,0
CUST0000636023,54:05.5,46,Female,123055.52,bachelor,divorced,2,4,two_year,electronic_check,No,0,81.69,336.76,3,1,1,0,1,0,1,1,1,7,0,1,1,56.53,36,812,0
CUST0000129579,53:59.5,55,Male,88490.11,high_school,divorced,2,4,two_year,mailed_check,Yes,0,113.24,452.33,2,1,1,0,1,1,0,1,0,2,2,4,1,12.83,78,618,0
CUST0000430114,54:03.0,40,Male,31720.67,master,single,3,9,one_year,credit_card,Yes,0,75.91,516.34,4,0,1,1,0,0,0,1,1,7,0,3,0,68.07,15,720,0
CUST0000055383,53:58.5,26,Female,38831.76,high_school,single,0,15,two_year,electronic_check,Yes,0,108.92,1652.08,1,1,1,1,1,0,0,0,1,9,1,1,0,30.74,48,730,0
CUST0000728470,54:06.6,53,Male,21734.6,phd,divorced,1,15,one_year,mailed_check,Yes,0,120.28,1350.11,3,1,1,0,0,1,1,0,1,5,0,1,2,23.37,75,679,0
CUST0000025444,53:58.3,35,Male,49089.58,bachelor,single,0,13,one_year,electronic_check,Yes,0,62.2,880.26,1,1,1,0,1,1,0,1,0,8,1,1,0,330.5,4,673,0
CUST0000137187,53:59.5,47,Male,41752.66,master,married,0,12,one_year,bank_transfer,No,0,85.9,1088.2,1,1,1,1,1,0,0,1,0,3,0,0,1,25.57,146,803,0
CUST0000145909,53:59.6,56,Male,20000,master,single,1,8,one_year,electronic_check,Yes,0,72.02,525.26,4,1,0,0,0,0,1,0,1,9,0,3,0,0,2,669,0
CUST0000432734,54:03.0,53,Female,24068.93,master,widowed,0,7,one_year,bank_transfer,Yes,0,94.7,727.11,3,1,1,0,1,1,1,0,1,8,0,0,0,53.82,2,543,0
CUST0000516547,54:04.1,46,Female,45381.95,college,divorced,0,60,one_year,electronic_check,Yes,1,127.89,8410.61,5,0,1,1,0,0,0,1,1,8,1,2,1,18.09,45,611,0
CUST0000003471,53:58.2,45,Male,43661.35,high_school,married,2,1,two_year,bank_transfer,Yes,0,89.31,68.72,2,0,1,0,0,0,1,1,0,4,0,1,1,96.23,4,726,0
CUST0000546008,54:04.3,56,Male,73463.7,phd,divorced,0,7,one_year,credit_card,No,0,86.03,633.85,3,0,0,0,0,0,0,1,0,3,0,1,1,0,234,667,0
CUST0000266479,54:00.9,25,Female,223942.34,college,married,1,7,two_year,electronic_check,Yes,0,90.89,626.98,5,1,1,1,0,1,0,1,1,8,0,0,0,72.07,4,837,0
CUST0000020834,53:58.3,74,Female,20269.97,high_school,married,1,21,two_year,electronic_check,Yes,0,88.74,1796.34,2,0,1,1,1,0,1,0,0,9,0,1,1,74.28,39,717,0
CUST0000055538,53:58.5,51,Male,94256.28,bachelor,widowed,1,47,one_year,credit_card,Yes,0,89,4096.42,3,1,1,1,1,1,1,1,1,7,0,2,0,19.23,59,559,0
CUST0000134549,53:59.5,47,Female,32653,bachelor,divorced,1,1,two_year,credit_card,Yes,0,88.38,84.47,2,1,1,1,0,0,0,1,1,9,2,4,0,22.74,14,578,1
CUST0000268738,54:00.9,51,Female,155908.57,bachelor,married,0,67,one_year,electronic_check,Yes,0,74.72,5055.29,1,1,1,0,0,1,1,0,0,7,,2,0,11.62,21,778,0
CUST0000119176,53:59.4,67,Male,23352.36,high_school,married,0,4,one_year,credit_card,Yes,0,57.22,213.29,2,1,1,0,1,0,1,1,0,1,0,3,0,47.93,61,584,0
CUST0000663147,54:05.6,41,Female,31069.32,bachelor,single,1,27,one_year,mailed_check,Yes,0,117.62,2321.71,3,1,1,0,1,1,1,1,1,2,1,5,0,51.75,1,677,1
CUST0000478974,54:03.3,29,Female,58645.73,college,married,2,63,month_to_month,credit_card,Yes,1,100.34,6916.23,3,1,1,1,1,1,1,0,1,6,0,2,1,20.88,10,660,0
CUST0000524263,54:04.2,30,Male,32903.43,bachelor,divorced,0,3,two_year,credit_card,Yes,0,114.67,375.61,3,1,1,1,1,0,0,1,1,1,0,3,0,34.94,14,,0
CUST0000201882,54:00.5,48,Female,51363.43,college,married,1,20,one_year,credit_card,No,1,85.73,1203.42,4,0,1,1,0,0,1,1,1,1,1,4,0,107.2,14,713,0
CUST0000000410,53:58.2,48,Male,95741.65,high_school,married,2,16,two_year,bank_transfer,Yes,1,51.89,587.26,2,1,1,0,0,0,0,1,0,9,2,4,1,60.82,9,619,0
CUST0000105441,53:59.4,23,Male,46926.92,bachelor,married,1,12,one_year,mailed_check,Yes,0,94.36,1034.76,2,1,1,1,0,0,1,1,1,1,0,3,1,92.89,14,654,0
CUST0000464761,54:03.2,50,Male,54600.33,college,single,0,16,one_year,electronic_check,Yes,1,77.04,1296.85,1,1,1,0,0,1,1,1,0,8,2,4,0,16.76,37,617,1
CUST0000102280,53:59.3,24,Female,38820.51,high_school,married,0,12,one_year,credit_card,Yes,1,73.63,952.51,2,0,1,0,0,0,0,1,0,9,0,0,0,15.94,48,599,0
CUST0000008442,53:58.2,29,Female,101799.03,high_school,married,2,11,two_year,mailed_check,Yes,0,97.76,1108.18,3,0,1,1,1,0,0,1,0,5,2,4,0,11.3,23,656,0
CUST0000358289,54:02.0,63,Male,26678.98,bachelor,divorced,1,62,one_year,credit_card,Yes,1,49.34,3168.41,2,1,0,0,0,0,1,0,0,8,0,1,0,0,141,,0
CUST0000493697,54:03.4,51,Female,42619.52,bachelor,single,0,1,two_year,credit_card,No,0,69.65,67.07,2,1,1,0,0,1,0,1,1,5,0,0,0,21.61,68,682,0
CUST0000509824,54:04.1,64,Female,48644.46,bachelor,divorced,0,42,two_year,mailed_check,Yes,0,88.4,3351.48,3,1,1,0,0,0,1,1,1,5,1,1,1,34.94,28,638,0
CUST0000609489,54:05.3,49,Female,51664.82,master,single,0,33,two_year,bank_transfer,Yes,0,106.02,3360.86,2,1,1,0,1,1,0,0,1,8,0,0,0,73.5,10,850,0
CUST0000471829,54:03.3,55,Male,23024.4,master,single,1,25,two_year,credit_card,Yes,0,100.33,1865.22,3,0,1,1,0,0,1,1,1,5,1,3,1,42.95,45,593,0
CUST0000112249,53:59.4,38,Female,33481.61,high_school,married,1,13,one_year,mailed_check,Yes,0,69.5,822.38,4,0,0,0,0,0,1,1,1,3,0,1,0,0,5,565,0
CUST0000408241,54:02.9,30,Male,121664.24,bachelor,married,2,1,two_year,credit_card,Yes,1,53.48,54,1,0,0,0,0,0,0,1,1,6,0,2,1,0,36,672,1
CUST0000162194,53:59.7,59,Female,53320.23,bachelor,married,0,37,two_year,electronic_check,No,0,63.57,2316.58,1,1,0,0,0,0,1,1,1,9,0,0,0,0,31,662,0
CUST0000550213,54:04.3,62,Female,33391.55,high_school,divorced,0,3,one_year,credit_card,No,0,119.73,267.11,4,1,1,1,0,1,1,0,1,8,0,1,1,95.32,2,693,0
CUST0000115312,53:59.4,38,Male,65114.1,college,married,0,8,two_year,bank_transfer,Yes,1,57.72,435.42,1,1,1,1,0,0,1,0,0,8,0,1,2,11.81,29,657,0
CUST0000297844,54:01.1,24,Female,68176.79,high_school,married,0,40,month_to_month,bank_transfer,Yes,1,74.16,1916.17,2,1,1,0,0,1,0,0,0,6,1,3,0,8.82,2,845,0
CUST0000357996,54:02.0,56,Other,101897.92,college,married,0,10,one_year,electronic_check,No,1,90.06,868.95,1,1,1,1,0,0,1,0,1,4,1,3,2,50.77,188,755,0
CUST0000230467,54:00.7,50,Female,79629.46,high_school,married,0,65,two_year,credit_card,No,0,90.63,5616.02,1,1,1,0,0,1,1,1,0,9,0,2,0,21.1,25,,0
CUST0000614858,54:05.3,50,Male,67059.69,high_school,divorced,0,48,one_year,mailed_check,Yes,0,90.84,4342.25,3,1,1,1,0,1,1,1,1,2,1,1,2,32.9,8,684,0
CUST0000484816,54:03.3,45,Female,59665.27,master,single,0,1,two_year,credit_card,Yes,0,102.63,111.93,3,0,1,0,0,0,1,1,0,5,3,5,2,13.55,15,706,0
CUST0000554631,54:04.4,51,Male,33980.48,bachelor,single,1,6,one_year,mailed_check,Yes,0,107.93,638.01,2,1,1,0,1,0,0,0,1,8,0,4,2,46.28,73,,0
CUST0000366961,54:02.1,66,Female,34846.5,college,married,2,14,month_to_month,electronic_check,Yes,0,130.58,1966.99,6,1,1,0,1,0,0,0,0,5,0,1,1,13.96,168,685,0
CUST0000174428,53:59.8,33,Male,63585.89,bachelor,single,3,28,two_year,electronic_check,Yes,0,91.53,2442.38,3,1,1,1,1,1,1,1,0,7,0,1,0,,29,605,0
CUST0000239370,54:00.7,32,Female,37283.33,bachelor,divorced,0,8,one_year,credit_card,Yes,0,80.6,704.83,2,0,1,1,1,0,1,1,1,9,3,2,0,100.58,1,644,0
CUST0000471745,54:03.3,21,Male,89662.22,master,single,0,6,one_year,credit_card,No,0,109.04,709.75,4,1,1,0,1,0,1,1,0,9,0,1,2,84.27,127,681,0
CUST0000522832,54:04.2,45,Female,36490.5,high_school,married,0,18,one_year,credit_card,Yes,1,101.59,1764.56,6,1,1,0,1,0,0,1,1,8,0,1,0,15.12,16,753,0
CUST0000536298,54:04.3,75,Male,96049.6,high_school,married,1,22,one_year,credit_card,No,0,80.25,1735.51,1,1,1,0,1,1,0,0,0,8,1,2,0,314.63,7,656,1
CUST0000587939,54:04.5,44,Male,178602.29,phd,married,0,72,two_year,credit_card,Yes,0,60.97,2829.54,1,1,1,0,1,1,1,1,0,4,0,0,0,49.73,41,689,0
CUST0000064483,53:58.6,53,Female,22756.94,college,widowed,1,10,two_year,mailed_check,No,0,50.83,500.14,1,1,1,1,1,1,1,1,0,6,3,3,0,33.66,14,649,0
CUST0000272183,54:00.9,38,Male,49517.44,bachelor,divorced,0,72,two_year,credit_card,No,0,37,2859.03,1,0,0,0,0,0,0,1,1,9,0,0,2,0,40,847,0
CUST0000691343,54:05.8,48,Male,141181.09,bachelor,divorced,0,3,two_year,mailed_check,Yes,0,79.38,264.2837247,2,0,1,0,0,0,1,0,1,5,0,2,1,82.2,16,682,0
CUST0000626643,54:05.4,38,Female,58830.45,bachelor,widowed,0,2,two_year,credit_card,No,1,63.97,129.84,3,1,1,0,0,0,1,1,1,4,,2,0,32.48,60,564,0
CUST0000520788,54:04.2,51,Female,45469.75,high_school,divorced,0,31,two_year,bank_transfer,No,0,74.3,2378.72,4,1,0,0,0,0,0,1,0,3,1,0,4,0,5,704,1
CUST0000537872,54:04.3,65,Female,57676.92,phd,divorced,1,13,two_year,electronic_check,No,0,111.23,1588.26,1,1,1,1,1,1,1,1,1,7,0,5,0,13.45,4,559,0
CUST0000249667,54:00.8,40,Male,32391.7,high_school,married,2,6,one_year,bank_transfer,No,0,62.48,412.02,1,1,1,1,1,0,0,1,0,8,0,2,2,29.79,55,712,0
CUST0000603637,54:05.3,52,Male,109127.58,bachelor,single,0,22,one_year,credit_card,Yes,1,111.79,2262.56,5,1,1,1,0,1,1,1,1,8,0,2,0,10.11,50,762,0
CUST0000672718,54:05.7,65,Female,43218.36,master,married,1,27,one_year,electronic_check,No,0,76.66,2032.17,1,1,1,0,1,0,1,1,1,5,0,2,1,4.32,3,751,0
CUST0000700243,54:06.4,18,Female,,bachelor,married,0,39,one_year,bank_transfer,Yes,1,86.85,3710.4,1,1,1,0,1,0,0,1,0,7,3,2,1,113.25,52,628,0
CUST0000187829,53:59.8,36,Male,67376.35,high_school,married,0,14,two_year,bank_transfer,No,0,127.15,1780.47,4,1,1,0,1,0,1,1,1,9,1,3,0,,16,850,0
CUST0000426741,54:03.0,43,Male,40898.78,master,married,0,17,one_year,credit_card,No,1,60.87,1087.32,2,1,0,0,0,0,0,1,1,3,1,2,2,0,42,845,0
CUST0000714791,54:06.5,61,Male,39296.41,high_school,married,1,22,two_year,mailed_check,Yes,0,82.36,1695.87,4,0,0,0,0,0,0,0,1,9,0,0,1,,80,650,0
CUST0000048266,53:58.5,48,Male,158449.23,college,married,0,19,two_year,mailed_check,Yes,0,73.7,1333.71,2,1,1,1,0,0,1,1,0,3,0,1,0,39.71,14,754,1
CUST0000726847,54:06.6,55,Male,85915.3,bachelor,single,1,2,one_year,electronic_check,Yes,1,108.71,238.85,2,1,1,1,0,0,0,0,0,4,1,0,0,49.74,64,677,0
CUST0000328678,54:01.9,47,Female,105393.9,bachelor,single,0,5,one_year,bank_transfer,Yes,0,81.15,335.1122692,4,1,1,0,0,1,0,1,1,5,0,1,0,10.53,86,722,0
CUST0000544204,54:04.3,49,Female,,high_school,married,1,27,two_year,electronic_check,Yes,0,68.97,1809.04,3,0,0,0,0,0,0,0,0,8,0,1,0,0,84,446,0
CUST0000424106,54:03.0,33,Male,46734.69,bachelor,single,1,8,two_year,credit_card,No,0,59.76,494.76,2,1,0,0,0,0,0,1,1,7,0,2,1,0,45,,0
CUST0000233930,54:00.7,32,Female,87902.52,bachelor,divorced,0,2,one_year,electronic_check,No,1,46.46,102,1,1,1,0,0,0,1,1,0,8,0,1,1,25.97,27,543,0
CUST0000538666,54:04.3,18,Female,29487.22,high_school,widowed,2,9,two_year,credit_card,Yes,0,47.99,435.84,5,1,1,1,0,1,1,1,0,7,0,1,0,14.64,107,486,0
CUST0000314288,54:01.8,49,Male,93348.33,high_school,divorced,0,15,two_year,bank_transfer,Yes,0,82.75,1118.97,2,0,1,1,0,0,1,1,0,8,1,1,0,49.87,13,677,0
CUST0000537031,54:04.3,56,Male,44517.38,master,single,0,1,one_year,electronic_check,Yes,0,102.74,104.93,4,1,1,1,1,0,1,1,0,8,0,1,0,12.7,67,634,0
CUST0000108977,53:59.4,67,Female,113104.11,phd,married,0,12,one_year,bank_transfer,Yes,1,86.41,958.84,3,0,1,1,0,0,0,1,1,8,0,1,0,41.36,35,764,0
CUST0000328199,54:01.9,45,Male,28080.13,bachelor,single,1,26,two_year,credit_card,No,0,96.1,2587.72,3,1,1,1,1,0,1,1,1,4,1,1,0,61.81,9,604,0
CUST0000044376,53:58.5,64,Female,87087.07,master,single,0,1,two_year,bank_transfer,Yes,0,93.54,95.62,2,1,1,0,0,0,0,1,0,3,0,4,0,36.53,81,662,1
CUST0000275492,54:00.9,59,Male,79665.85,bachelor,widowed,1,12,one_year,mailed_check,Yes,1,75.07,583.74,1,1,1,0,0,0,0,1,1,9,0,1,1,32.33,2,771,0
CUST0000624969,54:05.4,42,Male,38373.91,high_school,single,0,30,two_year,credit_card,No,0,86.49,2480.24,2,1,1,0,1,1,1,0,0,5,0,1,0,66.36,82,642,0
CUST0000110483,53:59.4,42,Female,,college,married,0,18,one_year,mailed_check,Yes,1,87.25,1004.92,2,1,1,0,0,0,1,1,1,9,1,1,1,121.85,47,678,1
CUST0000102838,53:59.4,29,Female,30012.06,college,single,0,8,two_year,mailed_check,No,0,97.65,575.34,3,0,1,0,1,1,1,0,0,8,1,2,0,38.12,104,545,0
